,molSIDs,XLogP,MW,LipinskiFailures,nRotB,MLogP,nAtomLAC,nAtomP,nAtomLC,nB,nBase,nAtom,nAromBond,naAromAtom,ALogP,ALogp2,AMR,nAcid,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,VABC,TopoPSA,topoShape,geomShape,PetitjeanNumber,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,khs.sLi,khs.ssBe,khs.ssssBe,khs.ssBH,khs.sssB,khs.ssssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sI,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,Kier1,Kier2,Kier3,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,nHBDon,nHBAcc,PPSA.1,PPSA.2,PPSA.3,PNSA.1,PNSA.2,PNSA.3,DPSA.1,DPSA.2,DPSA.3,FPSA.1,FPSA.2,FPSA.3,FNSA.1,FNSA.2,FNSA.3,WPSA.1,WPSA.2,WPSA.3,WNSA.1,WNSA.2,WNSA.3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,bpol,apol
907,7965622,3.193,258.0672241,0,1,2.34,0,16,0,20,0,29,16,15,2.2075,4.87305625,68.7593,0,3,3,2,2,0,0,1,2,0,0,0,0.217811464,98,590,28,36.92043519,2.051135288,14.74549683,0,12.22137636,5.321928095,204.3777804,56.21,1,NA,0.5,0,1.068452554,1.55976947,0,4.788567392,12.93368556,0,4.901253232,0,0,0,0,0,0,0.577350269,0.5,0.333333333,1.414213562,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.005,5.174791914,2.524654832,0.076923077,655.05,0.833333333,297,12.69830613,8.647867046,8.120784048,6.87264731,5.786732625,4.662333735,3.00883808,2.111317309,10.51698609,5.895640534,4.556164474,3.049989871,2.043807847,1.380887274,0.747529253,0.414330551,3.10289317,5.023001887,7.01382814,1.093725587,1.357538679,1.536906646,1.375299219,0,0.293217604,0,0.645868548,0,0.070033862,0,0,0,0.096225045,0.358710871,0.596267587,0,0,0.028867513,0.098422749,0.132526891,0,0,3,7,2,1,0,0,0,1248.536048,1475.595712,2100.120852,1981.685929,1566.124854,27.15287111,23.30884254,35.28532121,34.28532121,27.13975221,0.195585025,-0.074728978,-0.024201024,0.002360893,0.00871208,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.085277,36.794723
908,7965383,2.855,260.1160925,0,5,2.45,4,15,6,20,0,35,11,11,1.3653,1.86404409,69.346,0,2,2,2,2,0,0,1,1,0,0,0,0.289716793,94,757,26,37.90245398,1.994865999,14.17595498,8.171964817,6.003990164,5.321928095,236.7327744,75.36,0.833333333,NA,0.454545455,0.333333333,1.907221462,2.630350714,0,4.413286203,10.82568296,0,5.479913756,0,0,0.142857143,0.5,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,2,0,1,0,0,5,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.39,7.135802469,3.98615917,0.285714286,954.05,0.578947368,331,13.82806265,9.113392203,7.985213536,6.572886447,4.997475507,3.519585725,2.277317263,1.49721344,10.88213217,6.174117086,4.376309566,2.902167826,1.590951431,0.948516264,0.469266476,0.251293173,2.84190326,4.074605806,5.13404044,0.91803458,0.944808319,0.932739768,1.229495752,0,0.282117557,0,0.515348975,0,0.048820402,0,0,0,0.11785113,0.219416097,0.374279703,0,0,0.026352314,0.054130092,0.059062125,0,0,1,8,1,2,2,0,0,1040.693689,1180.552704,1563.153444,1427.18176,1262.152042,22.04336771,22.04828333,30.54310506,30.06872351,29.09177124,0.340565808,-0.094974681,-0.078906323,-0.033185364,0.070961746,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.025312,39.914688
909,4265809,3.901,370.9761663,0,4,2.12,0,13,3,22,0,34,10,10,1.3563,1.83954969,82.0577,0,3,2,3,2,0,0,2,1,0,0,0,0.300181009,104,900,25,40.87031956,2.043515978,20.42558586,2.55628988,9.241519961,5.459431619,259.4347636,111.36,1,NA,0.5,0,0,0,0,5.744124039,9.975880404,0,4.700099553,0,0,0,0,0,0,0,0,1.650963624,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.91735537,6.84,3.814404432,0.461538462,916.07,0.9,402,13.94938299,9.720346691,8.72853773,7.14351644,5.84761384,4.148085594,2.541618905,1.728320432,13.98371095,9.048663308,8.310381654,6.036100374,4.583466331,3.163085818,1.473882443,1.013345436,2.640023665,3.914194533,4.645679571,2.233553116,2.904666708,2.959815894,1.22850154,0,0.201184464,0,1.361554896,0,0.115141333,0,0,0,0.23570226,0.4393293,0.435570941,0,0,0.163299316,0.419513001,0.280589834,0,0,3,3,0,0,5,1,0,1764.9763,2040.80407,2716.825691,2159.848278,1942.717206,77.36800681,35.68861629,67.34365822,48.00581711,40.60149868,0.274555007,-0.141932891,0.044954105,-0.031700328,-0.061686976,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.092898,45.167102
910,4265787,0.952,226.023455,0,3,1.9,0,10,3,15,2,24,5,5,2.2285,4.96621225,60.873,0,2,1,2,1,0,0,2,0,0,0,0,0.420310361,70,321,14,28.06201277,2.004429484,14.53640885,2.547539568,6.023629414,4.906890596,185.8633634,95,1,NA,0.5,0,0.903602004,1.373178096,0,1.618870407,5.841503021,0,2.525064636,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51555556,4.68,2.75,0.333333333,443.05,0.857142857,187,9.966255326,6.754020195,6.041772499,4.719976198,3.732246187,2.16718903,1.278682607,0.73009001,9.373865729,6.157861169,5.13446797,3.551398516,2.548887789,1.179228921,0.587965945,0.34776349,1.745327145,2.441341648,2.613247249,0.946872508,1.228052561,0.940143464,0.895168207,0,0.11785113,0,0.6248484,0,0.017010345,0,0,0,0.262188697,0.287954585,0.243120851,0,0,0.238992712,0.221558429,0.131612548,0,0,2,2,1,3,0,0,0,1071.230601,1207.596658,1558.592173,1047.316721,938.8995019,27.74993571,22.67596053,32.4839491,19.16675601,23.11395682,0.289828695,-0.1834583,0.110094833,-0.179109049,0.178839333,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.43007,31.30993
911,4265706,3.457,352.1423073,0,8,3,0,14,3,28,0,46,17,17,3.7889,14.35576321,95.2738,0,3,3,3,3,0,0,1,2,0,0,0,0.208978014,130,2073,34,52.84317749,2.032429904,17.78572236,11.70315972,6.082562638,5.807354922,318.133074,73.59,0.888888889,NA,0.470588235,0.058823529,3.065518013,2.035234478,0,10.41887553,17.09840845,0,4.610597347,0,0,0,0.514714249,0.6082202,0,0,0,0.5,0,0,0,0,0,0,0,0,2,0,2,0,0,9,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.72704082,10.51862673,6.542222222,0.2,1654.06,0.807692308,722,18.35516038,12.63536159,11.04272352,8.783056033,7.073170125,5.255085587,3.507928736,2.206028029,14.69057274,8.331912506,5.577384132,3.531201869,2.321327836,1.384514718,0.702554597,0.373804428,2.991392377,4.286518998,5.118493809,0.81087676,0.981832526,0.905836177,1.507540643,0,0.11785113,0,0.523021866,0,0.012028131,0,0,0,0.11785113,0.318041382,0.48330202,0,0,0.034020691,0.090360959,0.092253997,0,0,2,14,0,4,0,0,0,1413.506609,1593.337809,2078.602705,1875.740354,1620.370279,29.81783674,30.98937157,42.39736331,39.25795317,34.37319906,0.672638729,-0.325113528,-0.142771269,0.20542351,-0.117609307,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.55014,53.94386
912,4265680,3.077,355.0723691,0,6,2.67,0,23,3,27,0,39,17,17,3.688,13.601344,91.6291,0,3,3,3,3,0,0,1,2,0,0,0,0.237219247,128,1631,35,50.59650263,2.023860105,19.82328585,8.118333264,9.148949784,5.754887502,298.3222474,84.23,0.857142857,NA,0.461538462,0,1.358825382,1.531482661,0,7.046565087,17.0609218,0,7.764882938,0,0,0.142857143,0.40824829,0,0,0,0,0.727928251,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,2,6,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75308642,9.273922571,5.489603025,0.055555556,1081.07,0.84,542,17.81119031,12.02487714,10.92852846,8.757361783,7.173991008,5.007503316,3.288207123,2.124811919,14.00200431,7.79962761,5.651583915,3.673338078,2.377176878,1.40647785,0.734919975,0.384760817,3.571937949,5.436905176,6.90224917,1.146158465,1.366909664,1.418671941,1.706779636,0,0.31030122,0,0.67380234,0,0.074005081,0,0,0,0.144337567,0.234708048,0.439955411,0,0,0.03928371,0.06521469,0.10144804,0,0,4,12,1,1,0,0,0,1552.221561,1785.919272,2400.328067,2284.910014,2051.635513,36.11629792,31.27723015,45.36036013,45.33933984,45.03193703,0.567271644,-0.283623808,-0.003615492,0.009380784,-0.017295572,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.196898,48.901102
913,4265357,3.185,269.0622831,0,4,2.45,0,11,2,21,0,30,17,17,2.944,8.667136,73.2124,0,3,3,3,3,0,0,1,2,0,0,0,0.28658792,96,811,23,39.28559305,2.067662792,15.4726228,3.092446127,9.290908686,5.392317423,220.1287291,77.11,1,NA,0.5,0,0,0,0,10.21876541,10.18732313,0,2.102578845,0,0,0,0,0,0,0,0,1.144714243,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95918367,7.135802469,3.98615917,0.071428571,682.05,1,386,12.91600279,9.415816238,7.918633799,6.606193232,5.356764728,4.100864458,2.398981988,1.708822258,10.87789315,6.820634379,4.87718328,3.464383317,2.331333035,1.560066201,0.844933322,0.503557167,1.760721923,2.65670349,3.119777933,0.749150378,0.898646657,0.860948673,0.741581624,0,0.083333333,0,0.38322359,0,0.012909944,0,0,0,0.11785113,0.35549886,0.334357481,0,0,0.020412415,0.081560179,0.087057769,0,0,3,10,0,1,0,0,0,1216.665017,1372.028137,1753.521767,1508.603594,1229.470133,26.98216298,26.05603365,34.750255,32.72620544,26.66776283,0.28390132,-0.133353579,-0.111634246,0.154184601,-0.029404336,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.861277,38.976723
914,4264584,3.953,219.0796474,0,0,2.67,0,17,0,20,0,26,19,17,3.4116,11.63901456,63.0027,0,4,4,1,1,0,0,1,3,0,0,0,0.189748343,98,471,28,36.31091866,2.135936392,9.603848748,0,9.603848748,5.321928095,191.3730197,36.75,0.6,NA,0.375,0,0,0,0,7.908984243,14.77828189,0,7.242886472,0,0,0,0,0,0,0,0,1.144714243,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.88,4.280618312,1.777777778,0,569.03,1,254,11.24227621,8.415816238,7.644048725,6.97572272,6.287668388,5.507220761,3.863522784,3.084148207,9.013229345,5.549127729,4.081511712,3.013420069,2.202721566,1.551273078,0.856321653,0.554615946,2.64351306,4.659741072,6.842039719,0.872126299,1.248540367,1.459193457,0.938832194,0,0.274971652,0,0.385937012,0,0.067809996,0,0,0,0.07856742,0.444444444,0.753235073,0,0,0.02795085,0.128281266,0.16000787,0,0,1,12,1,0,0,0,0,1228.160638,1496.061638,2206.656213,2071.700881,1518.537288,18.0799409,20.9970916,31.02179963,30.54796187,22.4956374,0.190505964,-0.112213178,-0.019506257,0.038714415,-0.006617729,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.138863,33.941137
915,4263928,1.866,267.0830185,0,3,2.67,0,8,2,21,0,32,12,12,1.8667,3.48456889,75.8135,0,3,2,2,2,0,0,1,2,0,0,0,0.280324823,98,741,26,39.21716205,2.06406116,11.77072457,0,8.65002373,5.392317423,239.5344871,74.87,1,NA,0.5,0,0,0,0,10.82349029,15.52595833,0,3.87917614,0,0,0,0,0,0,0.333333333,0,0.142857143,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95918367,6.635204082,3.365960555,0.285714286,814.04,0.894736842,334,13.0791395,9.364504643,7.932261207,6.888989004,5.676019572,4.380448218,2.915090261,2.095889653,11.28156413,7.297643389,5.52044346,4.323513156,3.204558585,2.126531803,1.401067032,0.938400153,2.28094198,3.543138656,4.392700415,1.220242523,1.694088762,1.837114794,0.870790812,0,0.166666667,0,0.508069567,0,0.071803332,0,0,0,0.11785113,0.324284295,0.384454234,0,0,0.088388348,0.131542137,0.13632446,1,0,3,4,3,1,3,0,0,1392.362521,1614.364721,2179.494815,2013.023554,1602.233665,26.20769394,25.17048008,34.45011728,35.67838149,30.65112219,0.274526946,-0.114198242,-0.002595367,-0.083740195,0.092875295,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.791691,41.268309
916,4263748,4.019,252.0898777,0,3,2.67,0,18,2,21,0,31,17,17,3.2562,10.60283844,69.9718,0,3,3,3,3,0,0,1,2,0,0,0,0.191003306,98,723,27,39.17516507,2.061850793,12.17826738,5.913663685,6.264603694,5.392317423,216.7091562,48.15,1,NA,0.5,0,1.46528778,1.253943296,0,9.39474243,12.87173051,0,4.508797714,0,0,0,0,0.2,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95918367,6.635204082,3.191135734,0.066666667,747.04,0.894736842,324,13.0791395,9.381341395,7.847941543,6.927991283,5.839136097,4.466956866,2.786905864,2.011857584,10.40707619,5.907925032,3.989445913,2.794644234,1.860233866,1.160998437,0.532138591,0.303310299,2.329054503,3.904158546,5.018720655,0.696507846,0.903865817,0.904775062,0.80274943,0,0.219416097,0,0.310071229,0,0.046658618,0,0,0,0.11785113,0.321478169,0.38886864,0,0,0.020412415,0.080265207,0.069150503,0,0,2,10,2,0,0,0,0,1098.028296,1272.632165,1721.308891,1602.391577,1383.403823,21.26889867,23.04828333,30.90653754,30.1558254,29.09683855,0.322800056,-0.181131742,0.018395341,-0.074057852,0.13361942,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.270484,38.205516
917,4263292,2.53,301.0343541,0,5,2.34,2,11,4,22,0,31,16,16,3.3966,11.53689156,84.9439,0,3,3,3,3,0,0,2,1,0,0,0,0.336572882,102,935,24,40.98805834,2.049402917,18.28594982,2.54412621,9.682640967,5.459431619,238.6377532,101.32,1,NA,0.5,0,0,0,0,9.857678572,10.08865589,0,1.771030138,0,0,0,0,0,0,0,0,0.5,1.414213562,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.91735537,7.319857313,4.023374726,0.071428571,709.06,0.95,410,13.78624628,9.82649984,8.436418544,7.13310964,5.67026733,3.823813779,2.472492297,1.638546338,12.10263802,7.858798169,5.886608066,4.382615958,3.096521957,1.780508245,1.096774861,0.677294671,2.347929278,3.366391619,3.770638006,1.115608612,1.464742405,1.401154062,0.939826406,0,0.201184464,0,0.503690592,0,0.070276045,0,0,0,0.262188697,0.336770121,0.404447596,0,0,0.143671019,0.135533301,0.133146499,0,0,1,10,0,1,0,0,0,1506.474366,1718.01578,2238.723884,1809.221225,1643.768631,34.10991602,30.20212276,42.12110558,37.7309753,33.79305484,0.313021296,-0.164353269,0.015936775,0.020335127,-0.112946107,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.843277,41.876723
918,4263285,2.971,237.1364936,0,5,2.45,4,10,5,17,0,36,6,6,1.059,1.121481,63.194,0,1,1,1,1,0,0,0,1,0,0,0,0.250109121,80,506,24,32.9441353,1.937890312,11.00794979,8.04663269,2.961317103,5.087462841,247.8694056,55.4,1,NA,0.5,1.040041912,2.870833385,6.588784601,0,1.10520945,6.531911358,0,6.784436195,0,0,0.25,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.05882353,6.805293006,4.301783265,0.538461538,1024.04,0.352941176,205,12.99963552,7.95159616,7.286798174,4.855905662,4.558719597,2.757380907,2.379612314,0.754245049,10.79365897,5.897882695,4.405397104,2.274825845,1.653039801,0.963428427,0.645876003,0.204663329,2.33750816,4.488976439,5.614441353,0.78588348,1.136719184,1.260608529,1.446105724,0,0.212690396,0,0.655030499,0,0.046501058,0,0,0,0,0.055555556,0.182469836,0,0,0,0.014731391,0.035476848,0,0,1,4,1,4,3,0,0,1018.033407,1142.992234,1517.594804,1551.90959,1435.577488,19.68338741,18.66073177,26.43174863,27.15528162,31.53423859,0.430742501,-0.178717695,0.031480597,-0.281697643,0.297873478,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.262933,39.055067
919,4263095,0.571,358.1351137,0,3,2.89,0,10,2,28,0,47,5,5,0.5305,0.28143025,99.4891,0,4,1,3,1,0,0,1,3,0,0,0,0.252334933,136,1311,43,51.62356485,2.064942594,17.68837453,8.169623982,6.51536056,5.807354922,327.9088042,90.37,1,NA,0.5,0,1.901290589,2.809664852,0,9.739822676,21.67052017,0,13.76640469,0,0,0.166666667,0.298142397,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1,0,7,0,0,3,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.36734694,7.935,3.575253924,0.473684211,1900.06,0.88,429,17.38854058,12.1647038,10.91504771,9.600950045,8.60456073,6.824859702,4.968539998,3.487257162,15.14203078,9.706386487,7.445807709,5.82545437,4.598069176,3.190343412,2.071066785,1.369901809,4.056828943,7.535828577,11.8959211,1.845845246,3.028775695,4.132147358,1.497187944,0,0.5026951,0,0.740095623,0,0.174056991,0,0,0,0.144337567,0.298797709,0.46659158,0,0,0.11785113,0.174016533,0.207661607,0,0,3,4,3,5,3,1,0,2188.372035,2653.585587,3891.885154,4159.406731,4224.865597,34.17112075,33.49884798,46.71676542,48.54498224,55.62621136,0.523424819,-0.259331144,-0.008293546,-0.021068603,0.055090568,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.504554,55.615446
920,4262894,2.894,323.1633771,0,4,3,0,17,3,27,0,45,15,13,3.0205,9.12342025,92.4144,0,4,3,2,1,0,0,1,3,0,0,0,0.143890067,130,1361,40,49.9438589,2.080994121,15.52914588,5.563151896,9.965993986,5.754887502,287.1698549,46.5,1,NA,0.5,0,2.191643244,1.374729637,0,14.17494414,20.2208695,0,6.120463943,0,0,0,0.2,0,0,0,0,0,0.632455532,0.142857143,0,0,0,0,0,0,1,0,5,0,0,7,0,0,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.41563786,7.709141274,3.485596708,0.315789474,1752.05,0.875,504,16.51829709,11.77518825,10.30213257,9.219469278,8.153585805,6.826023602,4.57051013,3.548746627,13.78790956,8.423469028,6.022909396,4.638161301,3.441096121,2.401019651,1.320493823,0.837584497,3.62092595,6.420319672,9.319591436,1.478471424,2.245952775,2.69658188,1.28690689,0,0.395628908,0,0.593274232,0,0.126566453,0,0,0,0.06415003,0.480241394,0.770355808,0,0,0.02795085,0.181791543,0.241276857,0,0,0,10,2,6,0,0,0,1719.819672,2065.999464,2996.914833,3027.784067,2550.559403,26.62887897,29.3257314,41.62672485,43.04537493,38.98991535,0.479760622,-0.333959969,0.080301323,0.098735231,-0.230717382,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.451347,52.346653
921,4262528,5.366,248.0983343,1,5,2.45,4,11,5,18,0,33,11,11,2.0834,4.34055556,69.7554,0,2,2,2,2,0,0,1,1,0,0,0,0.258848977,82,599,20,34.25929566,2.015252686,12.3286469,3.120819765,6.173802869,5.169925001,223.0018191,64.22,1,NA,0.5,0.083333333,3.063584724,1.580356776,0,5.442479635,8.853338631,0,2.182247272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.43209877,6.805293006,4,0.384615385,884.04,0.647058824,315,12.08757567,8.292024998,6.954891414,5.524894542,4.244254395,3.18675434,2.243020907,1.37518952,10.95814177,6.812333712,4.987326941,3.333137869,2.228762143,1.41388017,0.832495536,0.429541776,1.735957512,2.431244457,2.926805319,0.640861081,0.716322172,0.77371092,0.826132613,0,0.083333333,0,0.407446945,0,0.015214515,0,0,0,0.11785113,0.234708048,0.334708988,0,0,0.020412415,0.062983985,0.083629449,0,0,1,4,2,3,2,0,0,1072.129617,1186.978448,1504.202478,1299.638072,1096.952861,24.62218268,22.69609853,31.2772009,27.11402934,22.33293794,0.204753015,-0.163127638,0.082238226,-0.027701718,-0.000937184,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.007312,39.450688
